code	ko	ja	en	tc	sc
973	총 적합률 [c][22F5FFFF]{0}%[-][/c]	総適合率[c][22F5FFFF]{0}%[-][/c]	Total Suitability: [c][22F5FFFF]{0}%[-][/c]	總合適率[c][22F5FFFF]{0}%[-][/c]	总合适率[c][22F5FFFF]{0}%[-][/c]
974	풀 링크 보너스	フルリンクボーナス	Full Link Bonus	全連結加成	全链接加成
975	[c][22F5FFFF][풀 링크 보너스는 총 적합률 500% 달성 시, 설정할 수 있습니다.][-][/c]	[c][22F5FFFF][フルリンクボーナスは総適合率500%達成時に、設定することができます。][-][/c]	[c][22F5FFFF][Full Link Bonus can be set when you reach 500% Suitability.][-][/c]	[c][22F5FFFF]【全連結加成只能在總合適率達到500%時才可以設定。】[-][/c]	[c][22F5FFFF]【全链接加成只能在总合适率为500%时才可以设置。】[-][/c]
976	풀 링크 보너스 재 설정	フルリンクボーナス再設定	Reset Full Link Bonus	重新設定全連結加成	重新设置全链接加成
977	코어 링크 해제기를 소모해 풀 링크 보너스를 위와같이 재설정 합니다.	コアリンク解除機を消耗してフルリンクボーナスを上記のように再設定します。	A Core Link Remover will be used and the Full Link Bonus will be reset with the above settings.	消耗核心連結解除裝置，將全連結加成重新設定如上。	消耗核心链接解除装置，将全链接加成如上重新设定。
978	링크 초기화	リンク初期化	Reset Link	連結重置	链接重置
979	"현재 슬롯을 초기화 합니다. [c][f0f0b3]링크 중인 코어는 소멸[-][/c] 됩니다.
 해당 링크 슬롯을 초기화하기 위해서는 [c][f0f0b3]링크 해제기[-][/c]가 필요 합니다."	"現在のスロットを初期化します。 [c][f0f0b3]リンク中のコアは、消滅[-][/c]します。
 該当リンクスロットを初期化するためには、[c][f0f0b3]リンク解除機[-][/c]が必要です。"	"The current slot will be reset. [c][f0f0b3]The linked Core will disappear[-][/c].
 You need a [c][f0f0b3]Link Remover[-][/c] to reset the selected Link Slot."	"將現在的欄位重置。[c][f0f0b3]連結中的核心會消失[-][/c]。
要重置該連結欄位需要[c][f0f0b3]連結解除裝置[-][/c]。"	"将现在的栏位重置。[c][f0f0b3]链接中的核心会消失[-][/c]。
要重置该链接栏位需要[c][f0f0b3]链接解除装置[-][/c]。"
980	적합률 {0}%	適合率{0}%	Suitability: {0}%	合適率{0}%	合适率{0}%
981	코어링크 - 적합률 [c][22F5FFFF]{0}%[-][/c]	コアリンク- 適合率[c][22F5FFFF]{0}%[-][/c]	Core Link - Suitability [c][22F5FFFF]{0}%[-][/c]	核心連結 - 合適率[c][22F5FFFF]{0}%[-][/c]	核心链接 - 合适率[c][22F5FFFF]{0}%[-][/c]
982	/	/	/	／	／
983	전투원 소모 불가	戦闘員消耗不可	Cannot consume Soldier!	無法消耗戰鬥員	无法消耗战斗员
984	스킨 선택	スキン選択	Select Skin	選擇造型	选择皮肤
985	장비를 장착중인 전투원은 링크가 불가능 합니다.	装備を装着中の戦闘員はリンクが不可能です。	Soldier equipped with gear cannot link.	不能連結正在配戴裝備的戰鬥員。	佩戴着装备的战斗员不能链接。
986	장비를 장착중인 전투원은 영구 링크가 불가능 합니다.	装備を装着中の戦闘員は永久リンクが不可能です。	Soldier equipped with gear cannot permanently link.	不能永久連結正在配戴裝備的戰鬥員。	佩戴着装备的战斗员不能永久链接。
987	적용중	適用中	Applied	套用中	使用中
988	풀링크 보너스 재설정	フルリンクボーナス再設定	Reset Full Link Bonus	重新設定所有連結加成	重新设置所有链接奖励
989	코어 링크 해제기를 소모해 풀링크 보너스를 위와같이 재설정 합니다.	リンク解除機を消費してフルリンクボーナスを上記のように再設定します。	A Core Link Remover will be used and the Full Link Bonus will be reset with the above settings.	消耗核心連結解除裝置，將所有連結加成重新設定如上。	消耗核心链接解除装置，将所有链接奖励如上重新设定。
990	링크 보너스 총합	リンクボーナス総合	Total Link Bonus	連結加成總合	链接奖励总合
991	"영구 링크된 캐릭터를 링크 해제 할 경우 영구히 삭제 됩니다.
 정말로 영구 링크를 해제 하시겠습니까?"	"永久リンクされた戦闘員をリンク解除する場合は永久に削除されます。
 本当にリンクを解除しますか?"	"Unlinking a permanently linked character will permanently delete that character.
 Do you still wish to unlink the permanent link?"	"若解除永久連結的角色，角色將被永久刪除。
是否要解除永久連結？"	"如果将永久链接的角色解除链接，则会被永久删除。
是否确定解除永久链接？"
992	[c][22F5FFFF] ({0}) [-] [/c]	[c][22F5FFFF] ({0}) [-] [/c]	[c][22F5FFFF] ({0}) [-] [/c]	[c][22F5FFFF]（{0}）[-] [/c]	[c][22F5FFFF]（{0}）[-] [/c]
993	[c][FFA820FF]LV.[-][/c]{0}	[c][FFA820FF]LV.[-][/c]{0}	[c][FFA820FF]Lv.[-][/c]{0}	[c][FFA820FF]等級[-][/c]{0}	[c][FFA820FF]Lv.[-][/c]{0}
994	[c][22F5FFFF]	[c][22F5FFFF]	[c][22F5FFFF]	[c][22F5FFFF]	[c][22F5FFFF]
995	중요 전투원으로 등록되어 잠금 상태인 전투원은 영구 링크할 수 없습니다.	重要戦闘員として登録されロック状態となっている戦闘員は永久リンクできません。	A character registered as a Primary Soldier and in locked status cannot be used for permanent link.	不能永久連結被登錄為重要戰鬥員而被鎖定的戰鬥員。	因被选为重要战斗员而上锁的战斗员，不能永久链接。
996	상	上	High	上	上
997	중	中	Mid	中	中
998	하	下	Low	下	下
999	텍스쳐 품질	テクスチャー品質	Texture Quality	材質品質	材质品质
1000	설정한 부관의 이미지가 변경되지 않고 고정됩니다.	設定した副官のイメージが変更されずに固定されます。	The set Deputy's image does not change.	設定的副官圖片會被固定。	设置的副官图像会被固定。
1001	"로비에서 출력되는 부관의 이미지가 보유하고 있는 모든 캐릭터의 이미지 중에서 랜덤으로 출력됩니다.
 실제 부관이 변경되는 것은 아니며 출력되는 이미지만 변경됩니다."	"ロビーから出力される副官のイメージは保有している全てのキャラクターの中からランダムで出力されます。
 実際の副官が変更されるわけではなく、出力されるイメージのみ変更されます。"	"The Deputy’s image shown in the Lobby will be randomly selected from one of your skin images.
The actual Deputy does not change, and only the displayed image will change."	"將隨機從擁有的所有角色圖片之中選擇作為大廳裡出現的副官圖片。
實際副官不變，只變更顯示的圖片。"	"大厅里出现的副官图像会随机更改为你拥有的所有角色图像之一。
实际副官不变，只改变显示的图像。"
1002	"로비에서 출력되는 부관의 이미지가 보유하고 있는 모든 스킨의 이미지 중에서 랜덤으로 출력됩니다.
 실제 부관이 변경되는 것은 아니며 출력되는 이미지만 변경됩니다."	"ロビーで表示される副官のイメージは、保有しているすべてのスキンのイメージの中からランダムで出力されます。
 実際の副官が変更されるわけではなく、表示されるイメージのみ変更されます。"	"The Deputy’s image shown in the Lobby will be randomly selected from one of the skin images you currently own.
 The actual Deputy does not change, and only the displayed image will change."	"將隨機從擁有的造型圖片之中選擇作為大廳裡出現的副官圖片。
實際副官不變，只變更顯示的圖片。"	"大厅里出现的副官图像会随机更改为你拥有的所有皮肤图像之一。
实际副官不变，只改变显示的图像。"
1003	강화 불가 캐릭터 숨김	強化ポイント未所持の戦闘員を非表示	Hide Non-Upgradable Characters	隱藏無法強化的角色	隐藏无法强化的角色
1004	아직 사용할 수 없는 지원 스쿼드입니다.	まだ使用できないサポート分隊です。	You cannot use this Support Squad yet.	還無法使用此支援小隊。	这个支援小队还无法使用。
1005	오르카 훈장 획득 수	オルカ勲章獲得数	Acquired Orca Medals	奧爾卡勳章獲得數量	奥尔卡勋章获得数量
1006	스킨전용 배경이 활성화 되어 있습니다.	スキン専用の背景が適用されています。	Exclusive skin background has been activated.	已啟用造型專用背景。	已启用皮肤专用背景。
1007	이름	名前	Name	名稱	名称
1008	다음 문제 때문에 더 이상 반복 전투를 진행할 수 없습니다.	以下の理由で、これ以上反復戦闘が行えません。	Cannot continue Repeated Battle due to the following issue.	因下列問題，無法進行反覆戰鬥。	因为以下问题，无法进行反复战斗。
1009	장비 창고 부족	装備倉庫の不足	Insufficient Gear Storage Space	裝備倉庫不足	装备仓库不足
1010	전투원 대기실 부족	戦闘員待機室の不足	Insufficient Space in Soldier Waiting Room	戰鬥員等候室不足	战斗员等候室不足
1011	소모품 창고 부족	消耗品の倉庫不足	Insufficient Consumables Storage Space	消耗品倉庫不足	消耗品仓库不足
1012	자원 부족	資源の不足	Not enough resources	資源不足	资源不足
1013	확보 예정 광물 총량	確保予定の鉱物総量	Estimated total Minerals to be acquired	即將獲得的礦物總量	即将获得的矿物总量
1014	철충 본대 도착까지 남은 일 수 :	鉄虫本隊到着まで残り日数 :	ETA (days) of Metal Parasites reaching HQ:	距離鐵蟲本隊抵達剩餘天數：	距离铁虫本队到达剩余天数：
1015	교전 중인 전장	交戦中の戦場	Active Battlefield	交戰中的戰場	交战中的战场
1016	진행 상황	進行状況	Progress Status	進展情況	进展情况
1017	구역 클리어 시 보상	エリアクリア時の報酬	Zone Clear Reward	區域通關獎勵	区域通关奖励
1018	점거 완료	占拠完了	Occupation complete	佔據完畢	占领完毕
1019	교전 중	交戦中	Battle in Progress	交戰中	交战中
1020	제 1구역	第1区域	Zone 1	第1區域	第1区域
1021	제 2구역	第2区域	Zone 2	第2區域	第2区域
1022	제 3구역	第3区域	Zone 3	第3區域	第3区域
1023	제 4구역	第4区域	Zone 4	第4區域	第4区域
1024	제 5구역	第5区域	Zone 5	第5區域	第5区域
1025	제 6구역	第6区域	Zone 6	第6區域	第6区域
1026	제 7구역	第7区域	Zone 7	第7區域	第7区域
1027	제 8구역	第8区域	Zone 8	第8區域	第8区域
1028	제 9구역	第9区域	Zone 9	第9區域	第9区域
1029	제 10구역	第10区域	Zone 10	第10區域	第10区域
1030	{0}구역 진행 상황 {1} 이상	{0}区域の進行状況の{1}以上	Zone {0} progress more than {1}.	{0}區域進行情況為{1}以上	{0}区域进展情况{1}以上
1031	초기화 시, 해당 시점까지의 진행 상태에 따라 보상이 지급됩니다.	初期化する際、該当の時点までの進行具合に応じて報酬が支給されます。	If you reset, you will receive rewards based on your progress before the reset.	重置時，會根據至今為止的進度給予獎勵。	重置时，会根据至今为止的进度给予奖励。
1032	제 {0}구역	第{0}区域	Zone {0}	第{0}區域	第{0}区域
1033	도착임박	到着間近	Arriving soon!	即將抵達	即将抵达
